"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"2303","Solomon Islands",2009,28.4,61.4,48650.0339356981,41.6,1160,78.9,23.7,8.74,93.5,6.47
"2304","Solomon Islands",2010,28.1,61.7,47987.4794600081,40.4,1290,78.6,23.1,8.55,93.4,6.61
"2305","Somalia",1995,174,51.4,98889.7888868446,47.3,NA,95.8,4.17,2.69,43.5,56.5
"2306","Somalia",1996,174,51.3,97933.6487042627,47.3,NA,96.9,4.17,2.59,44.4,55.6
"2307","Somalia",1997,174,51,97628.3452737662,47.3,NA,97.9,4.36,2.63,45.5,54.5
"2308","Somalia",1998,174,51.7,93642.7817964224,47.3,NA,99,4.38,2.69,46.1,53.9
"2309","Somalia",1999,174,51.8,91350.8041901257,47.3,NA,99.8,4.2,2.81,45,55
"2310","Somalia",2000,174,52.1,88905.9423249374,47.4,NA,100,4.22,2.44,44.8,55.2
"2311","Somalia",2001,174,52.5,86510.0676740083,47.4,NA,102,4.19,2.25,44.6,55.4
"2312","Somalia",2002,174,52.7,84287.6833615112,47.5,NA,102,NA,NA,NA,NA
"2313","Somalia",2003,174,53.1,81934.2364457961,47.5,NA,102,NA,NA,NA,NA
"2314","Somalia",2004,174,53.4,80167.5869486672,47.6,NA,103,NA,NA,NA,NA
"2315","Somalia",2005,174,53.9,77210.4120769034,47.7,NA,103,NA,NA,NA,NA
"2316","Somalia",2006,174,54,75199.944293184,47.8,NA,103,NA,NA,NA,NA
"2317","Somalia",2007,172,54.1,74693.5113468296,47.8,NA,103,NA,NA,NA,NA
"2318","Somalia",2008,169,54.8,72827.8449692914,47.9,NA,103,NA,NA,NA,NA
"2319","Somalia",2009,164,55,71373.2592002611,48,NA,103,NA,NA,NA,NA
"2320","Somalia",2010,159,53.1,74507.9355934522,48,NA,102,NA,NA,NA,NA
"2321","South Africa",1995,57.2,64.3,51465.8556488171,60,3750,65,9.55,7.49,39.3,60.7
"2322","South Africa",1996,59.1,62.9,54445.4676461304,60.1,3490,64.5,9.47,7.96,35.9,64.1
"2323","South Africa",1997,61.1,61,58946.6103851899,59.9,3550,64.2,9.29,8.26,38.8,61.2
"2324","South Africa",1998,63,59.4,62857.8174414566,59.5,3150,64.1,9.82,8.58,39.4,60.6
"2325","South Africa",1999,64.8,57.6,67169.0557649436,58.9,3080,63.9,10.7,9.06,39.3,60.7
"2326","South Africa",2000,66.7,55.4,73329.4304806656,58.8,3030,63.5,10.9,8.46,40.5,59.5
"2327","South Africa",2001,68.7,54.3,75825.3019814251,59.2,2670,63.1,11.2,8.78,39.5,60.5
"2328","South Africa",2002,71.1,53.1,79540.4287218522,60,2500,62.3,11.5,8.72,38.7,61.3
"2329","South Africa",2003,73.2,52.1,82780.8198447633,61.3,3750,61.1,11.2,8.86,39.5,60.5
"2330","South Africa",2004,74.4,51.4,84688.791908199,62.6,4830,60,10.3,8.94,36.4,63.6
"2331","South Africa",2005,74.3,51.1,85444.1146741272,63.4,5380,59.1,10.4,8.81,38.3,61.7
"2332","South Africa",2006,72.6,51,85303.7462730213,63.9,5600,58.2,10.7,8.53,39.9,60.1
"2333","South Africa",2007,69.4,51.4,83320.0196530499,63.9,6100,57.7,11.1,8.45,40.8,59.2
"2334","South Africa",2008,66,52.1,80746.2502001706,63.6,5760,57.4,11.5,8.63,42.1,57.9
"2335","South Africa",2009,61.5,53.1,76943.8711622312,63.4,5860,56.9,11.4,9.16,43.8,56.2
"2336","South Africa",2010,53.7,54.3,71913.149798775,63.3,7330,56.2,11.9,8.94,44.1,55.9
"2337","South Korea",1995,10.6,74.2,27198.0370665063,32.9,12300,40.6,7.09,3.75,38.5,61.5
"2338","South Korea",1996,9.8,74.6,26435.8335150607,32.6,13100,40.6,7.71,3.92,41.7,58.3
"2339","South Korea",1997,9.1,75,25775.7746816606,32.3,12100,40.2,7.98,3.92,44.4,55.6
"2340","South Korea",1998,8.5,75.3,25265.2755235867,32,8090,39.7,8.23,4.05,49,51
"2341","South Korea",1999,8,75.7,24716.4452889581,31.8,10400,39.4,9.22,4.26,50.2,49.8
"2342","South Korea",2000,7.5,76,24165.7532355827,31.7,11900,39.5,9.71,4.48,48.6,51.4
"2343","South Korea",2001,7.1,76.3,23470.9656391957,31.8,11300,39.3,11.6,5.06,54.9,45.1
"2344","South Korea",2002,6.7,76.7,22904.2985285274,31.9,12800,39.3,11.2,4.92,53.7,46.3
"2345","South Korea",2003,6.3,77.3,22443.061538709,31.9,14200,39.3,9.4,5.18,52.4,47.6
"2346","South Korea",2004,5.9,77.8,21760.8669794934,32,15900,39,10.6,5.25,52.6,47.4
"2347","South Korea",2005,5.5,78.3,21102.5333655684,32,18600,38.4,11.3,5.67,52.9,47.1
"2348","South Korea",2006,5.2,78.8,20523.478354551,32,20900,38.5,12.1,6.05,55.3,44.7
"2349","South Korea",2007,4.8,79.2,20135.5849218546,32,23100,38.6,12.3,6.3,55.8,44.2
"2350","South Korea",2008,4.5,79.5,19790.94535181,32,20400,38.5,11.9,6.46,56,44
"2351","South Korea",2009,4.3,79.9,19503.601293987,32.1,18300,38.1,12.2,6.92,58.2,41.8
"2352","South Korea",2010,4.1,80.1,19272.4103615972,32,22100,37.6,12.4,6.93,59,41
"2353","Spain",1995,6.9,78.2,22479.8966724835,33.8,15400,46.6,12.1,7.45,72.2,27.8
"2354","Spain",1996,6.4,78.4,22272.7042728256,33.3,16100,46.2,12.5,7.46,72.4,27.6
"2355","Spain",1997,6.1,78.7,21549.8280007677,32.8,14700,46,12.8,7.33,72.5,27.5
"2356","Spain",1998,5.8,78.9,21223.5905776219,32.4,15300,45.9,12.9,7.32,72.2,27.8
"2357","Spain",1999,5.6,79.1,21156.1231595228,32,15700,45.8,13.2,7.32,72,28
"2358","Spain",2000,5.4,79.4,20674.7812123951,31.6,14700,45.8,13.2,7.21,71.6,28.4
"2359","Spain",2001,5.3,79.7,20359.9273598212,31.5,15300,45.4,13.3,7.24,71.2,28.8
"2360","Spain",2002,5.2,79.8,20189.8700010181,31.8,17000,45.2,13.3,7.25,71.3,28.7
"2361","Spain",2003,5,80,20383.1533482185,31.9,21500,45,14.9,8.17,70.3,29.8
"2362","Spain",2004,4.9,80.2,19749.8940647523,32.4,24900,44.8,14.9,8.21,70.4,29.6
"2363","Spain",2005,4.7,80.5,19444.1290413365,33,26500,44.8,15.2,8.28,70.6,29.4
"2364","Spain",2006,4.5,80.8,19058.3627335321,33.5,28500,45.1,15.5,8.35,71.3,28.7
"2365","Spain",2007,4.4,81,18912.2154995154,33.9,32700,45.4,15.5,8.48,71.5,28.5
"2366","Spain",2008,4.2,81.3,18660.1271985568,34.4,35600,45.7,15.7,8.96,72.6,27.4
"2367","Spain",2009,4,81.7,18247.1939802488,34.8,32300,46.1,15.2,9.57,73.6,26.4
"2368","Spain",2010,3.8,81.9,17963.0374765787,35.1,30700,46.5,15.2,9.54,72.8,27.2
"2369","Sri Lanka",1995,20.3,72.2,34540.3770613132,34.9,714,55.2,5.26,3.43,46.8,53.2
"2370","Sri Lanka",1996,19.6,72.1,34609.9878745653,35.6,757,54.1,5.62,3.45,46.4,53.6
"2371","Sri Lanka",1997,18.8,72.1,35123.3993165347,36.4,817,52.8,5.7,3.33,45.2,54.8
"2372","Sri Lanka",1998,17.9,72.2,33442.9689674859,37.3,851,51.5,7.03,3.68,50.3,49.8
"2373","Sri Lanka",1999,17.1,72.7,32342.2510067474,38.2,839,50.2,6.81,3.61,47.6,52.4
"2374","Sri Lanka",2000,16.4,72.8,32460.6524137055,39.1,870,49.2,6.78,3.71,48.8,51.2
"2375","Sri Lanka",2001,15.9,73.3,30331.5878329037,39.8,833,48.6,6.28,3.74,46.1,53.9
"2376","Sri Lanka",2002,15.5,73.5,28687.5926680771,40.3,867,48.3,6.7,3.82,43.2,56.8
"2377","Sri Lanka",2003,15.3,74.1,28409.7771719491,40.6,982,48.1,7.18,3.81,43.3,56.8
"2378","Sri Lanka",2004,29.3,69.6,37325.9216588927,40.7,1070,48.1,8.58,4.1,47.7,52.3
"2379","Sri Lanka",2005,14.3,74.1,28502.7993712379,40.5,1250,48,7.97,3.95,48.1,51.9
"2380","Sri Lanka",2006,13.6,74.4,27764.1998388337,40.2,1440,48.2,8.14,4.04,48.9,51.1
"2381","Sri Lanka",2007,12.9,74.7,27112.0713617799,39.6,1630,48.3,7.82,3.73,49.4,50.6
"2382","Sri Lanka",2008,12.2,74,28648.5331958071,38.7,2040,48.4,7.05,3.41,46.8,53.2
"2383","Sri Lanka",2009,11.7,73.9,28609.9766276261,38.1,2090,48.5,5.95,3.2,46.2,53.8
"2384","Sri Lanka",2010,11.2,74.4,27158.4525910791,37.7,2800,48.7,5.77,2.94,44.8,55.3
"2385","St. Lucia",1995,19.9,73.2,NA,42.6,4650,74.4,11.3,4.75,64.1,35.9
"2386","St. Lucia",1996,19.5,73.5,NA,42.6,4740,73.2,13,5.49,64.5,35.5
"2387","St. Lucia",1997,19,73.8,NA,42.6,4780,71.7,11.6,4.96,60.7,39.3
"2388","St. Lucia",1998,18.6,74,NA,42.6,5130,70,10.7,5,61.8,38.2
"2389","St. Lucia",1999,18.2,74.2,NA,42.6,5320,68.1,11.1,5.01,61.6,38.4
"2390","St. Lucia",2000,17.9,74.2,NA,42.6,5320,66.2,11.7,5.13,61.9,38.1
"2391","St. Lucia",2001,17.6,74.1,NA,42.6,5050,64,12.2,5.66,61.7,38.3
"2392","St. Lucia",2002,17.4,74.1,NA,42.6,5050,61.9,11.4,5.78,59.5,40.5
"2393","St. Lucia",2003,17.3,74,NA,42.6,5500,59.7,9.73,5.89,54.5,45.5
"2394","St. Lucia",2004,17.1,73.9,NA,42.6,5900,57.6,9.7,5.78,56.5,43.5
"2395","St. Lucia",2005,16.9,74.2,NA,42.6,6220,55.5,9.54,6,52.6,47.4
"2396","St. Lucia",2006,16.7,74.5,NA,42.6,6860,54.2,10.9,7.28,48.7,51.3
"2397","St. Lucia",2007,16.5,74.8,NA,42.6,7630,53.1,11.1,7.24,47.5,52.5
"2398","St. Lucia",2008,16.2,75.2,NA,42.6,7570,52.1,11.5,8.09,51.1,48.9
"2399","St. Lucia",2009,15.8,75.6,NA,42.6,7430,51.4,14.8,8.43,63,37
"2400","St. Lucia",2010,15.4,75.5,NA,42.6,8040,50.9,12.8,8.7,60.5,39.5
"2401","St. Vincent and the Grenadines",1995,22.3,70.4,NA,40,2930,69.7,13.1,4.46,84.8,15.2
"2402","St. Vincent and the Grenadines",1996,22.4,70.3,NA,40,3070,68.1,12.1,4.45,84.6,15.4
"2403","St. Vincent and the Grenadines",1997,22.4,70.5,NA,40,3220,66.4,9.17,4.73,82.6,17.4
"2404","St. Vincent and the Grenadines",1998,22.4,70.6,NA,40,3470,64.8,8.53,4.17,81.1,18.9
"2405","St. Vincent and the Grenadines",1999,22.4,70.4,NA,40,3630,63.5,8.49,4.15,83.3,16.7
"2406","St. Vincent and the Grenadines",2000,22.4,70.2,NA,40,3680,62.3,10.8,3.72,82.2,17.8
"2407","St. Vincent and the Grenadines",2001,22.3,70.5,NA,40,3990,60.7,10.1,3.64,80.9,19.1
"2408","St. Vincent and the Grenadines",2002,22.3,70.5,NA,40,4270,59.3,10.8,3.93,82.2,17.8
"2409","St. Vincent and the Grenadines",2003,22.3,70.9,NA,40,4450,58.1,11,3.9,82.1,17.9
"2410","St. Vincent and the Grenadines",2004,22.2,71,NA,40,4810,56.8,9.82,3.72,81.2,18.8
"2411","St. Vincent and the Grenadines",2005,22.2,71.2,NA,40,5070,55.5,8.42,3.66,80.8,19.1
"2412","St. Vincent and the Grenadines",2006,22.1,71.3,NA,40,5630,54.3,9.39,3.88,82,18
"2413","St. Vincent and the Grenadines",2007,22,71.4,NA,40,6310,53.2,9.32,3.92,82.1,17.9
"2414","St. Vincent and the Grenadines",2008,21.7,71.6,NA,40,6420,52.1,11.5,4.63,84.8,15.2
"2415","St. Vincent and the Grenadines",2009,21.3,71.7,NA,40,6230,50.9,11.5,4.6,84.3,15.7
"2416","St. Vincent and the Grenadines",2010,20.7,71.6,NA,40,6290,49.8,7.77,4.47,86.5,13.6
"2417","Sudan",1995,120,60.4,61771.4007275659,35.9,473,90.2,11.6,3.36,13.5,86.5
"2418","Sudan",1996,117,60.7,60770.3306833069,35.8,301,89.9,11.8,3.95,24,76
"2419","Sudan",1997,114,61.1,59991.8372867021,35.8,379,89.5,11.9,3.75,22.4,77.6
"2420","Sudan",1998,111,61.5,58878.5280531283,35.8,355,88.9,12,4,23.3,76.7
"2421","Sudan",1999,108,61.9,57097.9364943634,35.7,328,88.2,8.87,3.8,19.7,80.3
"2422","Sudan",2000,105,62.6,55768.2409806321,35.7,366,87.7,8.29,3.37,27.3,72.7
"2423","Sudan",2001,101,63.2,54704.9694927921,35.7,383,87.4,8.04,3.52,27.6,72.4
"2424","Sudan",2002,98,63.7,54422.1581975844,35.6,418,87.2,7.69,3.58,28.2,71.8
"2425","Sudan",2003,94.8,63.8,53884.4491207114,35.6,485,87,7.17,3.85,29.7,70.3
"2426","Sudan",2004,91.7,64.1,53737.5407810226,35.6,573,86.6,7.2,4.1,32,68
"2427","Sudan",2005,88.8,64.9,50321.016201164,35.5,689,86,5.74,3.99,34.4,65.6
"2428","Sudan",2006,86,65.2,49291.2125153723,35.5,905,85.7,6.62,4.86,33.2,66.8
"2429","Sudan",2007,83.5,65.6,48205.261131133,35.5,1130,85.1,7.71,6.03,33.2,66.8
"2430","Sudan",2008,81,65.9,47102.2940022459,35.4,1300,84.3,9.85,6.91,33.1,66.9
"2431","Sudan",2009,78.8,66.1,46361.3233652301,35.4,1240,83.4,9.89,7.33,27.5,72.5
"2432","Sudan",2010,76.7,66.3,45504.0282049138,35.4,1490,82.5,9.76,6.32,29.8,70.2
"2433","Suriname",1995,39.7,70.3,38767.1383142815,56.4,1570,65.2,11,5.19,51.6,48.4
"2434","Suriname",1996,38.4,70.4,38520.340020804,56.7,1920,65.4,11,7.41,42.4,57.6
"2435","Suriname",1997,37.2,70.4,38047.1279205794,57,2040,65.4,11.8,7.76,43.1,56.9
"2436","Suriname",1998,35.9,70.2,37946.2639383963,57.3,2420,65.2,8.84,8.61,53.3,46.7
"2437","Suriname",1999,34.7,69.9,38214.7298541658,57.6,1900,64.8,10.7,7.62,51.3,48.8
"2438","Suriname",2000,33.5,69.7,38249.8140991639,57.9,2010,64.2,9.69,7.96,48.8,51.2
"2439","Suriname",2001,32.4,69.4,38331.7680822152,58.2,1750,62.3,11.1,8.07,48,52
"2440","Suriname",2002,31.3,69.3,38376.4790624636,58.5,2270,60.4,11.2,7.14,49.7,50.3
"2441","Suriname",2003,30.2,69.3,38216.4102941526,58.8,2610,58.6,12,6.62,50.7,49.3
"2442","Suriname",2004,29.2,69.3,38122.1591623976,59.1,3010,57,11.6,6.88,48.4,51.6
"2443","Suriname",2005,28.3,69.5,37620.7130446735,59.5,3590,55.8,11.7,6.78,51.2,48.8
"2444","Suriname",2006,27.3,69.6,36957.1903833728,59.8,5200,55.2,13.8,7.66,51.1,48.9
"2445","Suriname",2007,26.5,69.7,36158.6715342534,60.1,5740,54.9,11.9,7.28,49.7,50.3
"2446","Suriname",2008,25.7,69.8,35681.2005712897,60.4,6830,54.7,11.9,6.79,46,54
"2447","Suriname",2009,24.8,70.2,34787.6465409186,60.6,7410,54.3,11.9,7.47,51,49
"2448","Suriname",2010,24.1,70.3,34507.9908546904,60.8,8260,53.8,11.9,7.01,47.8,52.2
"2449","Sweden",1995,4.8,78.8,21270.9987098212,23.6,29900,57,10.6,7.96,86.7,13.3
"2450","Sweden",1996,4.5,79.1,21019.3495386287,24,32600,57.1,11.3,8.2,86.9,13.1
"2451","Sweden",1997,4.3,79.3,20762.1773110665,24.1,29900,56.8,11.4,8.03,85.8,14.2
"2452","Sweden",1998,4.2,79.4,20671.9202386373,25.4,30200,56.4,11.8,8.12,85.8,14.2
"2453","Sweden",1999,4.1,79.5,20540.2504771345,25.9,30600,55.9,12.1,8.2,85.7,14.3
"2454","Sweden",2000,4.1,79.7,20342.4749419936,26,29300,55.5,12.6,8.18,84.9,15.1
"2455","Sweden",2001,4.1,79.8,20282.2971825067,26.2,27000,54.7,13.2,8.86,81.1,18.9
"2456","Sweden",2002,4,80,20049.02000239,26.3,29600,54.2,13.5,9.23,81.4,18.6
"2457","Sweden",2003,3.9,80.1,19887.1816747648,25.9,37000,53.8,13.7,9.31,82,18
"2458","Sweden",2004,3.7,80.2,19953.597792601,26,42500,53.5,13.7,9.09,81.4,18.6
"2459","Sweden",2005,3.6,80.5,19525.5869412039,26.3,43100,53.1,13.7,9.06,81.2,18.8
"2460","Sweden",2006,3.5,80.7,19381.7725236803,26.9,46300,53.2,13.8,8.95,81.1,18.9
"2461","Sweden",2007,3.3,80.9,19271.4898990271,27.1,53400,53,14.2,8.92,81.4,18.6
"2462","Sweden",2008,3.2,81.1,19160.6460944163,27.3,55800,52.8,14.6,9.23,81.5,18.5
"2463","Sweden",2009,3.1,81.3,19082.2963636278,27.6,46300,52.8,14.8,10,81.5,18.5
"2464","Sweden",2010,3,81.5,18776.0366287058,27.7,52100,53.2,14.8,9.63,81.1,18.9
"2465","Switzerland",1995,6.4,78.5,22435.4977899442,32.3,48700,47.7,14.7,9.57,53.6,46.4
"2466","Switzerland",1996,6.1,78.9,21721.4323259958,31.9,46700,48.2,15.4,9.95,54.5,45.5
"2467","Switzerland",1997,6,79.2,21534.4158025771,31.5,40400,48.5,15.4,9.95,55,45
"2468","Switzerland",1998,5.8,79.4,21224.2168831548,31.6,41500,48.6,15.4,10.1,54.7,45.3
"2469","Switzerland",1999,5.7,79.7,20864.6808011822,32,40600,48.7,16.4,10.2,55.1,44.9
"2470","Switzerland",2000,5.6,79.9,20832.6963111897,32.9,37900,48.7,16,10.2,55.4,44.6
"2471","Switzerland",2001,5.5,80.1,20484.3089877427,33.7,38500,48.4,17.3,10.6,56.9,43.1
"2472","Switzerland",2002,5.4,80.3,20189.8426176324,34.5,41400,48.2,17.4,10.9,57.7,42.3
"2473","Switzerland",2003,5.3,80.5,19944.924999111,34.7,48100,47.9,18.1,11.3,58.4,41.6
"2474","Switzerland",2004,5.2,80.9,19570.6363025568,34.7,53300,47.6,18.4,11.3,58.4,41.6
"2475","Switzerland",2005,5.1,81.2,19290.1697037962,34.4,55000,47.3,18.9,11.2,59.5,40.5
"2476","Switzerland",2006,4.9,81.4,19110.7056158723,34.1,57600,47,19,10.8,59.1,40.9
"2477","Switzerland",2007,4.8,81.6,18856.9485683979,33.7,63600,46.9,19.5,10.6,59.3,40.7
"2478","Switzerland",2008,4.7,81.8,18614.7569334794,33.5,72500,46.8,19.7,10.7,59.5,40.5
"2479","Switzerland",2009,4.6,82,18584.4207739595,33,69900,46.8,19.9,11.4,59.7,40.3
"2480","Switzerland",2010,4.5,82.2,18305.1339649754,32.5,74600,47,19.9,11.5,59,41
"2481","Syria",1995,29.6,72.1,35748.0403077491,32.4,794,88.6,7.71,5.52,39.7,60.3
"2482","Syria",1996,28.3,72.3,35045.6364866323,32.4,935,86.5,7.18,5.5,35.5,64.5
"2483","Syria",1997,27,72.5,34452.4925564397,32.6,956,84.6,6.63,5.3,35.4,64.6
"2484","Syria",1998,25.8,72.7,33805.1721739854,32.9,974,83,6.53,5.12,38.3,61.7
"2485","Syria",1999,24.6,73,32803.08325878,33.3,991,81.2,6.46,5.25,38.4,61.6
"2486","Syria",2000,23.6,73.3,31497.1912434568,33.8,1180,79.3,6.54,4.92,40.5,59.5
"2487","Syria",2001,22.5,73.7,30269.0296746763,34.3,1260,78.3,6.52,4.88,44.2,55.8
"2488","Syria",2002,21.6,74,29569.8331263709,34.8,1260,76.8,6.49,4.94,45.8,54.2
"2489","Syria",2003,20.7,74.3,28050.445142982,35.2,1250,75.2,6.31,5.12,48.3,51.8
"2490","Syria",2004,19.8,74.6,27626.8497117969,35.4,1410,73.8,6.05,4.48,48,52
"2491","Syria",2005,19,74.9,27106.1699814052,35.6,1570,72.7,6.8,4.11,50.5,49.5
"2492","Syria",2006,18.2,75.1,26738.047681727,35.6,1750,70.6,6.39,3.83,48.5,51.5
"2493","Syria",2007,17.5,75.3,26426.0938285919,35.5,2030,69,6.39,3.8,49,51
"2494","Syria",2008,16.9,75.5,26663.4259802823,35.4,NA,67.6,6.39,3.37,46.5,53.5
"2495","Syria",2009,16.4,75.8,26305.4590574041,35.3,NA,66.2,6,3.55,46,54
"2496","Syria",2010,16.3,76.2,26142.5703758559,35.3,NA,64.3,5.58,3.41,46,54
"2497","Tajikistan",1995,119,63.9,46923.8505055397,35.8,214,92.9,7.42,3.1,41.5,58.5
"2498","Tajikistan",1996,116,63,48557.4684804543,35.3,178,92.2,7.25,3.11,41.8,58.2
"2499","Tajikistan",1997,111,64.3,44473.6954690519,33.9,155,91.4,8.48,3.64,44.1,55.9
"2500","Tajikistan",1998,105,64.4,43656.246603587,32.1,219,90.4,8.21,3.56,32.1,67.9
"2501","Tajikistan",1999,99.2,64.9,41919.7665651306,31.1,178,88.8,6.99,3.88,26.8,73.2
"2502","Tajikistan",2000,92.7,65.2,41238.7883647753,30.9,138,86.7,6.46,4.64,20.4,79.6
"2503","Tajikistan",2001,86.2,65.5,40579.0110405702,31.1,171,84.2,6.41,4.58,20.7,79.3
"2504","Tajikistan",2002,79.9,65.9,39722.5184330906,31.9,190,81.3,5.64,4.48,20.2,79.8
"2505","Tajikistan",2003,74.1,66.3,38903.3855282547,32.5,238,78.2,5.61,4.46,20.4,79.6
"2506","Tajikistan",2004,69,66.8,38266.1923582546,32.8,312,75.3,5.33,4.3,21.9,78.1
"2507","Tajikistan",2005,64.7,67.3,38018.7042700122,32.9,341,72.7,5.88,4.84,23.6,76.3
"2508","Tajikistan",2006,61.2,68,37503.6771937602,32.6,409,70.2,5.92,4.89,23.1,76.9
"2509","Tajikistan",2007,58.4,68.5,37196.5267220631,32,527,68.1,4.34,5.35,22.2,77.8
"2510","Tajikistan",2008,56,68.8,36842.8432830013,31.7,716,66.4,5.04,5.58,24.6,75.4
"2511","Tajikistan",2009,54.2,69.3,36546.7904077396,31.5,676,64.9,5.41,5.93,24.9,75.1
"2512","Tajikistan",2010,52.4,69.6,36441.6434302237,31.6,750,63.5,6.11,5.98,26.7,73.3
"2513","Tanzania",1995,164,52.9,83157.7313525399,36,182,93.2,10.2,3.58,42.8,57.2
"2514","Tanzania",1996,160,52.7,83610.2198596128,36.2,220,93.2,10.2,3.38,40.1,59.9
"2515","Tanzania",1997,154,52.5,83685.7078137048,36.4,253,92.9,10.2,3.65,43.5,56.5
"2516","Tanzania",1998,148,52.5,83004.3394391736,36.6,396,92.5,10.2,3.4,41.5,58.5
"2517","Tanzania",1999,140,52.5,81897.9015731149,36.9,400,92,10.2,3.29,39.8,60.2
"2518","Tanzania",2000,132,52.9,80219.4324483627,37.1,411,91.6,10.2,3.38,43.4,56.6
"2519","Tanzania",2001,123,53.4,78234.2456855387,37.5,407,91.5,11.2,3.53,45.5,54.5
"2520","Tanzania",2002,115,53.8,76226.5837983656,37.9,412,91.7,10.9,3.42,44.6,55.4
"2521","Tanzania",2003,107,54.3,74079.3811459288,38.3,431,92,11.3,3.75,49.5,50.5
"2522","Tanzania",2004,99.8,54.8,72051.6879004098,38.8,459,92.3,8.48,3.44,44.4,55.6
"2523","Tanzania",2005,93.7,55.3,70029.5040818124,39.3,493,92.5,9.27,4.02,47,53
"2524","Tanzania",2006,88.5,56,67856.5099142226,39.6,485,92.8,14.4,6.53,58.9,41.1
"2525","Tanzania",2007,83.7,57,65165.0929619664,39.7,553,93,13.7,5.7,64.1,35.9
"2526","Tanzania",2008,79.2,58,62573.7642879679,39.6,687,93,13.7,5.46,61.7,38.3
"2527","Tanzania",2009,75.7,58.6,60508.1226048485,39.3,695,93,12.9,5.52,66.1,33.9
"2528","Tanzania",2010,71.9,59.3,58210.851324852,38.8,743,93.1,13.8,6.01,67.3,32.7
"2529","Thailand",1995,29.2,70.9,35872.5649343724,43.5,2850,48.4,9.75,3.53,47,53
"2530","Thailand",1996,27.8,71.1,36257.6259158142,42.6,3040,47.4,10,3.84,47.2,52.8
"2531","Thailand",1997,26.5,71.2,34831.5719470234,42.6,2470,46.4,9.75,4,54,46
"2532","Thailand",1998,25.3,71.3,34372.1050654457,42.5,1850,45.5,8.25,3.73,54.8,45.2
"2533","Thailand",1999,24.2,71.6,34497.300435754,42.4,2030,44.7,7.29,3.5,54.9,45.1
"2534","Thailand",2000,23.1,72,33735.539062736,42.3,2010,44,9.95,3.4,56.1,43.9
"2535","Thailand",2001,22,72.4,32458.7506943298,42.5,1890,43.6,9.03,3.32,56.4,43.6
"2536","Thailand",2002,21,72.8,31882.688475952,42.4,2100,43.3,9.32,3.7,63.5,36.5
"2537","Thailand",2003,20.1,73.3,30744.183499119,42.3,2360,43,12,3.58,63.8,36.2
"2538","Thailand",2004,19.1,73.4,30321.2271091018,42.1,2660,42.8,11.7,3.51,64.9,35.1
"2539","Thailand",2005,18.2,74.2,28437.4568752725,41.7,2890,42.6,11.6,3.54,64.4,35.6
"2540","Thailand",2006,17.4,74.6,27463.2231157798,41.3,3370,41.7,13,3.49,72.7,27.3
"2541","Thailand",2007,16.7,75.1,26631.5597035994,40.7,3970,40.9,13.1,3.56,76.3,23.7
"2542","Thailand",2008,16,75.6,25887.6889938093,40.2,4380,40.2,14.3,3.97,76.2,23.9
"2543","Thailand",2009,15.4,76.1,25172.6152538703,39.3,4210,39.5,13.3,4.17,74.6,25.4
"2544","Thailand",2010,14.9,76.6,24795.4744808203,39.2,5080,39.1,12.7,3.88,75,25
"2545","Timor-Leste",1995,139,60.9,NA,35.9,NA,80.4,10.8,9.52,89,11
"2546","Timor-Leste",1996,133,62.5,NA,35.9,NA,86.5,6.98,6.51,84,16
"2547","Timor-Leste",1997,126,61.5,NA,35.9,NA,92.4,10.8,10.5,90,9.99
"2548","Timor-Leste",1998,120,61.8,NA,35.9,NA,97.9,6.71,19.3,83.5,16.5
"2549","Timor-Leste",1999,114,55.7,NA,35.9,NA,104,8.66,9.95,68.1,31.9
"2550","Timor-Leste",2000,109,63.7,NA,35.7,497,110,12.7,8.38,74.9,25.1
"2551","Timor-Leste",2001,103,64.3,NA,35.1,574,109,42.4,10.8,72.3,27.7
"2552","Timor-Leste",2002,97.6,64.8,NA,34.3,553,109,41.2,10.6,72.2,27.8
"2553","Timor-Leste",2003,92.3,65.2,NA,33.2,574,107,35.5,10.9,74.5,25.5
"2554","Timor-Leste",2004,87.1,66.2,NA,31.9,1110,106,35.5,13.6,65,35
"2555","Timor-Leste",2005,82.1,67.2,NA,30.5,1820,103,38.3,16.1,74.6,25.4
"2556","Timor-Leste",2006,77.3,68.3,NA,29.5,2610,97.7,23.5,17.9,78.3,21.7
"2557","Timor-Leste",2007,72.9,69.2,NA,28.7,2780,92.6,19.3,15.4,74.3,25.7
"2558","Timor-Leste",2008,68.9,70,NA,28.2,4160,88.2,9.9,13.8,69.7,30.3
"2559","Timor-Leste",2009,65.5,70.6,NA,28.1,2980,85.1,7.76,11.9,66.1,33.9
"2560","Timor-Leste",2010,62.6,71.1,NA,28.2,3660,83.6,4.71,9.12,55.8,44.2
"2561","Togo",1995,134,57.2,69508.0369487053,47.8,310,94.8,8.48,4.59,34.6,65.4
"2562","Togo",1996,131,56.9,69942.4855383259,47.3,337,93.9,8.48,4.66,32.7,67.3
"2563","Togo",1997,128,56.5,70873.9710237759,46.8,334,92.9,8.48,4.56,29.6,70.4
"2564","Togo",1998,126,56.2,71331.3229761774,46.3,343,91.7,8.48,4.66,36.6,63.4
