"","country","year","child_mortality","life_expectancy","dalys","GINI_coef","GDP_percap","child_elderly_per100","govspending_percentoftotal","total_healthspending","gov_share_healthspending","privateshare"
"267","Belize",2005,21,70,32336.1055632707,53.3,3930,73.4,9.29,4.43,59.7,40.3
"268","Belize",2006,20.5,70.3,31793.1848844082,53.3,4180,71.6,9.25,4.39,61,39
"269","Belize",2007,20.1,70.7,31093.3364738807,53.3,4320,69.9,10.6,4.79,63.8,36.2
"270","Belize",2008,19.7,70.9,30760.4387050226,53.3,4460,68.3,10.5,4.82,63,37
"271","Belize",2009,19.3,71.1,30708.2332653952,53.3,4240,66.7,11.8,5.46,63.8,36.2
"272","Belize",2010,18.8,71.4,30738.920330514,53.3,4330,65.3,11.3,5.2,62.7,37.3
"273","Benin",1995,158,56.5,70623.4786948457,40,367,94.1,10.4,4.69,45,55
"274","Benin",1996,155,56.4,70338.4869221508,39.9,387,94.4,11.2,4.59,44.3,55.7
"275","Benin",1997,153,56.9,69511.5784583564,39.7,361,94.4,10.3,4.31,42.1,57.9
"276","Benin",1998,150,57.1,68963.5340326639,39.5,379,94.2,12.5,4.39,44.2,55.8
"277","Benin",1999,148,57.3,68332.6473218957,39.3,404,93.9,12.5,4.59,46,54
"278","Benin",2000,144,57.6,67821.7236693983,39.1,374,93.6,9.99,4.34,44.2,55.8
"279","Benin",2001,141,57.8,67397.9353938716,38.9,379,93.1,12,4.69,49.3,50.8
"280","Benin",2002,137,58.2,66200.5908696811,38.9,419,92.4,9.67,4.27,44.2,55.8
"281","Benin",2003,133,58.6,65307.0099014635,39,519,91.7,10.7,4.63,47.8,52.3
"282","Benin",2004,128,59,64210.7129854916,39.3,583,90.8,10.8,4.56,47.7,52.3
"283","Benin",2005,124,59.5,63163.7581107636,39.7,602,89.8,11.1,4.73,49.7,50.3
"284","Benin",2006,121,59.9,62298.4119190745,40.2,626,89.4,12.1,4.75,50.2,49.8
"285","Benin",2007,118,60.3,61424.3275552436,40.7,706,88.8,9.9,4.6,51,49
"286","Benin",2008,116,60.8,60227.5877331591,41.3,820,88.1,9.4,4.2,51.7,48.3
"287","Benin",2009,113,61.4,59111.9005582872,41.8,793,87.2,9.2,4.3,53.8,46.2
"288","Benin",2010,111,61.8,58100.971923694,42.4,758,86.2,9.6,4.1,49.5,50.5
"289","Bhutan",1995,101,62.9,55302.0444753627,40.9,567,89.7,5.94,3.41,68.4,31.6
"290","Bhutan",1996,96,63.9,53211.8005691709,40.9,584,87.9,8.33,4.74,70.1,29.9
"291","Bhutan",1997,91.1,64.4,51455.5611758839,40.9,663,86.2,9.45,5.44,69.2,30.8
"292","Bhutan",1998,86.4,65.1,49617.2409428704,40.9,668,84.4,11.6,5.66,67.2,32.8
"293","Bhutan",1999,81.8,66,47846.7253883052,40.9,725,82.4,12.6,7.07,75.7,24.4
"294","Bhutan",2000,77.4,65.6,48381.5740510464,40.9,743,79.9,12.2,6.9,79.3,20.7
"295","Bhutan",2001,73.2,67.2,45050.6590833904,40.9,789,76,9.8,6.47,78.4,21.6
"296","Bhutan",2002,69.2,68,43611.141887446,40.8,872,72,17.1,8.35,83.8,16.2
"297","Bhutan",2003,65.3,68.5,42384.9042439016,40.5,991,68.2,10.9,5.15,74.1,25.9
"298","Bhutan",2004,61.5,69.1,41227.6406569036,40.1,1100,64.8,10.3,4.41,72.5,27.5
"299","Bhutan",2005,57.9,69.6,40201.4767927371,39.5,1260,61.7,9.91,4.66,76,24
"300","Bhutan",2006,54.5,70.2,39036.8476625237,39,1370,59.6,12.5,5.2,81.1,18.9
"301","Bhutan",2007,51.3,70.7,37729.4501771007,38.6,1800,57.8,13.3,5.01,84.8,15.2
"302","Bhutan",2008,48.2,71.3,36487.897516552,38.4,1870,56.1,13.8,5.25,86,14
"303","Bhutan",2009,45.4,71.6,35439.4482315326,38.4,1860,54.5,12.1,5.12,86.5,13.5
"304","Bhutan",2010,42.7,72.1,34085.9555029966,38.5,2310,52.9,10.5,5.2,86.8,13.2
"305","Bolivia",1995,101,64.3,51874.9274243137,52.8,881,80.8,10.6,4.47,63.8,36.2
"306","Bolivia",1996,97,65,50307.1346807402,54.9,951,80.1,9.4,4.63,64.3,35.6
"307","Bolivia",1997,92.6,65.6,49081.4195281982,56.5,999,79.3,9.05,4.42,66,34
"308","Bolivia",1998,88.3,66.3,47667.8812977851,58.3,1050,78.4,10.2,5.1,61.2,38.8
"309","Bolivia",1999,84,67,46262.439285549,58.7,1000,77.5,10.5,6.2,58.1,41.9
"310","Bolivia",2000,79.8,67.7,44959.8434766917,58.9,998,76.6,9.76,6.08,60.1,39.9
"311","Bolivia",2001,75.7,68.3,43661.6457878092,58.7,949,75.9,10,6.31,59.3,40.7
"312","Bolivia",2002,71.8,68.8,42869.1019481034,58.1,904,75,11.2,6.53,62.8,37.2
"313","Bolivia",2003,68.1,69.3,41962.800093261,57.5,908,74.2,9.09,5.57,60.1,39.9
"314","Bolivia",2004,64.5,69.7,41082.4895335018,57.3,967,73.3,10.1,5.34,62.6,37.4
"315","Bolivia",2005,61.1,70.1,40245.2171605609,56.4,1030,72.5,10.9,5.58,66.2,33.8
"316","Bolivia",2006,57.7,70.5,39323.7956653705,55.1,1220,71.7,9.7,4.8,69.9,30.1
"317","Bolivia",2007,54.6,70.7,38448.3472049836,54,1370,70.9,7.64,4.7,68.2,31.8
"318","Bolivia",2008,51.6,71,37336.5369012934,51.8,1720,70.2,7.11,4.92,65.2,34.9
"319","Bolivia",2009,48.9,71.3,36238.8755852598,49.7,1750,69.4,7.32,5.1,64.6,35.4
"320","Bolivia",2010,46.6,71.6,35329.26497969,48.1,1960,68.5,7.26,4.84,62.8,37.2
"321","Bosnia and Herzegovina",1995,14.2,68.9,46468.4874820193,30,487,44.1,9.5,10.6,47.1,52.9
"322","Bosnia and Herzegovina",1996,12.2,72.9,30636.8727780157,30,740,44,9.5,11.3,44.1,55.9
"323","Bosnia and Herzegovina",1997,11.5,73.4,29025.9184992188,30,983,43.8,9.5,7.9,44.5,55.5
"324","Bosnia and Herzegovina",1998,10.9,73.8,27393.3446639435,30,1100,43.7,7.84,7.79,43,57
"325","Bosnia and Herzegovina",1999,10.3,74.4,26841.2023685724,30,1250,43.5,10.4,8.73,54.5,45.5
"326","Bosnia and Herzegovina",2000,9.9,74.8,26663.7439316679,30.2,1470,43.1,11.4,7.03,57.6,42.4
"327","Bosnia and Herzegovina",2001,9.6,75.1,26227.9388258211,30.8,1530,43.1,9.44,7.16,60.7,39.3
"328","Bosnia and Herzegovina",2002,9.3,75.3,26190.707005806,31.6,1770,42.7,10.6,7,63.3,36.7
"329","Bosnia and Herzegovina",2003,9.2,75.4,25487.2594906659,32.3,2220,42.1,13.9,7.94,69.2,30.8
"330","Bosnia and Herzegovina",2004,9,75.6,25052.4656108656,33,2810,41.6,13.4,9.07,57.2,42.8
"331","Bosnia and Herzegovina",2005,8.8,75.7,25361.2503901061,33.4,2980,41.2,12.7,9.11,55,45
"332","Bosnia and Herzegovina",2006,8.5,75.9,25245.9847726911,33.5,3420,40.3,12.3,9.34,55.5,44.5
"333","Bosnia and Herzegovina",2007,8.1,76.1,25560.3238918331,33.3,4190,39.8,13.3,9.76,56.5,43.5
"334","Bosnia and Herzegovina",2008,7.7,76.3,25042.6466078389,33.1,5090,39.6,14.1,10.3,58.2,41.8
"335","Bosnia and Herzegovina",2009,7.2,76.6,24885.8285217489,33,4710,39.4,15.1,10.9,61.4,38.6
"336","Bosnia and Herzegovina",2010,6.9,76.8,24708.9275383157,33,4640,39.2,16.6,11.1,61.4,38.6
"337","Botswana",1995,71.6,56.4,61868.5840673329,61.2,3220,79.2,5.53,4.17,52.4,47.6
"338","Botswana",1996,75.2,54,64544.6558602424,61.7,3220,77.4,5.81,4.16,52.5,47.5
"339","Botswana",1997,78.1,51.9,67894.6346185574,62.1,3260,75.6,6.36,4.42,56.5,43.5
"340","Botswana",1998,80.3,49.8,71817.08748791,62.5,3040,73.7,5.63,3.97,56.5,43.5
"341","Botswana",1999,83,48.1,76078.535782652,63,3410,71.7,5.79,3.85,57.8,42.2
"342","Botswana",2000,83.7,46.7,80475.8331330055,63.4,3520,69.8,7.56,4.74,62.2,37.8
"343","Botswana",2001,82.7,45.8,84424.3074876205,63.9,3280,68.5,9.74,5.33,70,30
"344","Botswana",2002,81,45.2,87586.3289548215,64.1,3190,67.1,10.6,6.06,71.1,28.9
"345","Botswana",2003,78.6,45.3,89535.1959863639,64.1,4330,65.7,10.1,5.96,68.5,31.5
"346","Botswana",2004,75.6,46.1,88814.0343188775,63.9,5070,64.3,17.3,8.32,76.6,23.4
"347","Botswana",2005,69.8,47.8,84876.6786826373,63.5,5520,63.1,16.9,7.66,74.3,25.7
"348","Botswana",2006,64.2,49.5,79513.2797996506,62.9,5520,61.7,16.4,6.74,72.9,27.1
"349","Botswana",2007,62,51.1,74190.5037832235,62.3,5830,60.5,18.4,7.86,76.5,23.5
"350","Botswana",2008,60,52.8,70024.3939592433,61.7,5710,59.4,16.6,7.78,76,24
"351","Botswana",2009,56.6,54.9,65805.4181671038,61.2,5260,58.4,17,10,76,24
"352","Botswana",2010,52.5,57.1,60698.3367366472,60.8,6430,57.6,17,8.3,72.5,27.5
"353","Brazil",1995,49.1,69.7,39386.9783084212,59.8,4750,58.9,8.36,6.65,43,57
"354","Brazil",1996,46,70,38609.687951547,59.7,5170,57.6,8.13,6.85,40.5,59.5
"355","Brazil",1997,43.2,70.4,37758.7240250789,59.6,5280,56.4,7.03,6.81,43,57
"356","Brazil",1998,40.6,70.8,37150.9492389114,59.4,5090,55.3,5.63,6.74,42.6,57.4
"357","Brazil",1999,38.1,71.1,36533.4964662298,59.1,3480,54.2,5.48,7.09,42.7,57.3
"358","Brazil",2000,35.8,71.4,35723.862543004,58.8,3750,53.2,4.08,7.16,40.3,59.7
"359","Brazil",2001,33.6,71.8,34956.5010144435,58.4,3160,52.6,4.75,7.27,42.3,57.7
"360","Brazil",2002,31.5,72.1,34283.1892272249,57.9,2830,51.9,5,7.2,44.6,55.4
"361","Brazil",2003,29.6,72.4,33738.528212045,57.4,3070,51.3,4.41,7.03,44.4,55.6
"362","Brazil",2004,27.8,72.7,33100.0146630436,56.8,3640,50.7,5.15,7.13,47,53
"363","Brazil",2005,26.1,73,32288.2487636506,56.2,4790,50.1,4.7,8.17,40.1,59.9
"364","Brazil",2006,24.5,73.3,31744.5625811311,55.5,5890,49.5,5.15,8.48,41.7,58.3
"365","Brazil",2007,23.2,73.5,31261.6893461757,54.9,7350,48.9,5.42,8.47,41.8,58.2
"366","Brazil",2008,21.9,73.8,30824.396251372,54.3,8830,48.3,5.73,8.28,42.8,57.2
"367","Brazil",2009,20.8,74,30470.8554621619,53.8,8600,47.7,5.86,8.75,43.6,56.4
"368","Brazil",2010,19.8,74.2,30094.494994272,53.3,11300,47.2,7.08,9.01,47,53
"369","Brunei",1995,12.7,74.4,29852.7723298747,40,15900,55.4,4.21,2.67,77.8,22.1
"370","Brunei",1996,12.4,74.7,29241.6445905979,40,16800,54.4,6.08,3.61,81.4,18.6
"371","Brunei",1997,12.2,75.1,28604.1275238132,40,16700,53.3,5.89,3.76,81.2,18.8
"372","Brunei",1998,12,75.5,28171.7977682135,40,12700,52,6.46,4.6,83.8,16.2
"373","Brunei",1999,11.9,75.9,27744.8404240576,40,14100,50.6,6.02,4.47,77.8,22.2
"374","Brunei",2000,11.8,76,27532.4754760602,40,18000,49.1,6.25,4.18,86.5,13.5
"375","Brunei",2001,11.8,76.3,27219.4998948477,40,16500,48.2,6.61,4.26,81.1,18.9
"376","Brunei",2002,11.8,76.5,26987.9130164581,40,16900,47.1,5.6,4.26,82.4,17.6
"377","Brunei",2003,11.8,76.7,26805.6187301102,40,18600,46.1,7.35,3.1,83.7,16.3
"378","Brunei",2004,11.7,76.8,26595.0912402284,40,21900,45.2,6.86,3.02,83.7,16.3
"379","Brunei",2005,11.5,76.8,26406.3422104644,40,26100,44.3,6.9,2.63,84.2,15.8
"380","Brunei",2006,11.3,76.8,26246.3169729904,40,31000,43.6,6.67,2.3,84,16
"381","Brunei",2007,11.1,76.8,26154.2976694713,40,32700,42.8,6.72,2.41,84.5,15.5
"382","Brunei",2008,10.9,76.9,26019.701820964,40,37900,41.9,7.26,2.34,86,14
"383","Brunei",2009,10.7,76.9,25969.20723554,40,28000,41.1,7.46,3.04,85.2,14.8
"384","Brunei",2010,10.5,77.1,25898.7423893711,40,35300,40.4,8.47,2.84,84.9,15.1
"385","Bulgaria",1995,19.2,71,33351.8442983017,28.1,2240,49.3,8.52,5.24,74,26
"386","Bulgaria",1996,19.3,70.9,33546.6203806187,28.2,1460,48.9,7.39,4.67,69.6,30.4
"387","Bulgaria",1997,19.4,70.6,34610.3308507892,29.2,1350,48.7,11.2,5.12,71.7,28.3
"388","Bulgaria",1998,19,71.1,33562.8007652877,28.9,1810,48.6,9.52,5.36,69.9,30.1
"389","Bulgaria",1999,18.3,71.5,32533.4111635058,29.5,1650,48.2,9.91,5.97,66.3,33.7
"390","Bulgaria",2000,17.5,71.8,32181.1967362444,30.4,1610,47.6,9.13,6.18,60.9,39.1
"391","Bulgaria",2001,16.7,72,31656.8299143003,30.6,1760,47.2,10.6,7.37,58.4,41.6
"392","Bulgaria",2002,16,72.3,31129.5719899151,30.9,2080,46.6,11.7,7.58,61.3,38.7
"393","Bulgaria",2003,15.1,72.5,30643.3530036539,31.4,2700,45.9,12,7.58,62.1,37.9
"394","Bulgaria",2004,14.2,72.6,30412.928039169,32,3360,45.4,11.5,7.31,60.7,39.2
"395","Bulgaria",2005,13.3,72.7,30187.1089875271,32.3,3870,45.1,11.9,7.31,60.9,39.1
"396","Bulgaria",2006,12.5,72.8,30003.92763355,33.2,4490,45,11.4,6.89,57,43
"397","Bulgaria",2007,11.8,73.1,29461.8648004933,33.7,5890,45.2,9.98,6.81,58.2,41.8
"398","Bulgaria",2008,11.4,73.3,28995.4331215683,34.2,7260,45.5,10.7,6.97,58.5,41.5
"399","Bulgaria",2009,11.1,73.6,28654.9164589656,33.9,6970,46,9.83,7.23,55.4,44.6
"400","Bulgaria",2010,10.8,73.9,28306.004507254,34.7,6840,46.7,9.83,6.87,54.5,45.5
"401","Burkina Faso",1995,195,50.7,92093.8416813694,48.5,236,101,9.05,4.3,38.7,61.3
"402","Burkina Faso",1996,193,50.4,92863.662825522,48.8,249,101,11.1,4.52,38.4,61.6
"403","Burkina Faso",1997,190,50.9,90929.3737332883,48.9,229,100,9.14,4.53,41.1,58.9
"404","Burkina Faso",1998,187,51.4,88930.0937582998,48.8,256,99.6,9.81,4.68,39.9,60.1
"405","Burkina Faso",1999,184,51.8,87108.7852599771,48.2,265,98.9,9.31,5.26,41.2,58.8
"406","Burkina Faso",2000,181,52.2,85593.9889726679,47.3,226,98.2,8.76,5.13,39.6,60.4
"407","Burkina Faso",2001,177,52.6,84180.0905861405,45.9,235,98.1,9.81,4.94,37.4,62.6
"408","Burkina Faso",2002,173,53.1,82398.1176242308,44.7,261,97.8,11.9,5.01,43.9,56.1
"409","Burkina Faso",2003,168,53.8,80236.4389417819,43.7,332,97.4,12.5,5.52,46.4,53.6
"410","Burkina Faso",2004,162,54.4,78232.7096826475,42.8,371,96.9,15.3,6.11,53.7,46.3
"411","Burkina Faso",2005,155,55.1,75976.2538937539,42.1,407,96.3,18.7,6.69,59.5,40.5
"412","Burkina Faso",2006,147,55.6,74195.7596677464,41.5,421,96.4,16.2,6.25,56.9,43.1
"413","Burkina Faso",2007,139,56.2,72348.7326662975,40.9,475,96.3,14.8,6.33,60.3,39.7
"414","Burkina Faso",2008,131,56.9,70368.0783900349,40.3,570,96.1,16.3,5.94,59,41
"415","Burkina Faso",2009,124,57.4,68643.7790846825,39.6,553,95.7,13.6,6.59,49.7,50.3
"416","Burkina Faso",2010,116,57.9,67362.4159856701,38.8,575,95.2,13.5,6.74,51,49
"417","Burundi",1995,169,47,116715.23015441,37.2,167,109,7.01,5.68,32.2,67.8
"418","Burundi",1996,167,46.6,121062.043613452,38.5,143,109,7.01,5.83,34.7,65.3
"419","Burundi",1997,164,47,122695.492548002,39.8,159,109,7.01,5.32,28.8,71.2
"420","Burundi",1998,160,47.3,119548.968866003,40.5,144,109,7.01,5.75,28.3,71.7
"421","Burundi",1999,156,47.8,118721.957239431,40.8,129,108,6.38,5.61,28.8,71.2
"422","Burundi",2000,151,47.9,117885.042005611,40.6,136,107,7.46,6.33,28.6,71.4
"423","Burundi",2001,146,49,114159.361031285,39.8,134,104,8.29,6.78,33.3,66.7
"424","Burundi",2002,141,49.9,110024.075393775,38.5,123,101,8.23,6.99,30.6,69.5
"425","Burundi",2003,136,50.9,105800.515132597,37.2,114,97.7,5.43,7.24,26.1,73.8
"426","Burundi",2004,130,52,100694.849042823,35.9,128,95,9.15,9.93,35.9,64.1
"427","Burundi",2005,124,53.1,96196.685808748,35,152,92.7,11.6,12.2,34.8,65.2
"428","Burundi",2006,117,54.3,81374.4669675651,34.5,167,91.1,13.2,14.3,35.2,64.8
"429","Burundi",2007,111,55.4,76963.372741627,34.4,172,89.7,11.8,13.9,37.7,62.3
"430","Burundi",2008,104,56.3,72736.2463839883,34.7,198,88.7,8.16,12.4,37.2,62.8
"431","Burundi",2009,98.7,57.1,68808.9077982386,35.3,212,87.8,8.14,11.4,36,64
"432","Burundi",2010,93.6,57.7,66271.1498051963,36,234,87.2,8.14,11.6,38.2,61.8
"433","Cambodia",1995,120,58.2,64310.5181608635,42,323,98,7.05,6.79,16,84
"434","Cambodia",1996,120,58.3,63752.505871319,42,319,97.3,16.9,9.48,25.6,74.4
"435","Cambodia",1997,120,58.6,62987.7326804108,42,305,94.6,15.3,7.99,23.7,76.3
"436","Cambodia",1998,118,58.8,62134.0235236365,42,269,90.2,9.4,6.94,18.1,81.8
"437","Cambodia",1999,114,59.2,61007.1902391148,42,296,85.4,8.24,6.18,18.2,81.8
"438","Cambodia",2000,107,59.5,59890.5183074823,42,303,80.8,8.73,6.32,20.4,79.6
"439","Cambodia",2001,97.6,60.1,58188.6012297911,42,321,77,10.4,7.1,23.5,76.5
"440","Cambodia",2002,87.7,60.7,56450.9757318306,42,339,74.1,11.2,7.5,26.3,73.7
"441","Cambodia",2003,78.9,61.3,54608.2040380081,42,362,71.9,14.8,8.37,28.1,71.9
"442","Cambodia",2004,71.6,62,52744.9245233505,42,409,69.9,16.5,7.98,28.7,71.3
"443","Cambodia",2005,65.5,62.9,50738.8747910725,42,474,67.9,11.6,7.46,20.5,79.5
"444","Cambodia",2006,60.4,63.8,48753.1473096257,42,540,65.8,10.5,5.92,25,75
"445","Cambodia",2007,56,64.5,46912.2665749451,42,632,63.8,11.1,5.04,32.3,67.7
"446","Cambodia",2008,51.9,65.2,45209.2672990203,42,746,61.9,10.6,5.19,32.6,67.4
"447","Cambodia",2009,48,65.7,43851.9289339978,42,738,60.2,9.81,5.49,36.6,63.4
"448","Cambodia",2010,44.4,66.1,42710.9859536659,42,786,58.9,10.5,5.68,37.2,62.8
"449","Cameroon",1995,166,56.5,74376.8959440147,43.2,709,98.5,6.1,3.86,23.3,76.7
"450","Cameroon",1996,170,56.1,74742.8804222914,43.6,753,98.2,5.93,5.16,17.3,82.7
"451","Cameroon",1997,172,55.5,75131.2309985747,43.7,755,97.7,6.57,4.64,21.1,78.9
"452","Cameroon",1998,172,55,75685.6894147472,43.5,721,96.8,4.86,4.42,17.8,82.2
"453","Cameroon",1999,170,54.8,75816.4625587739,43.1,741,95.9,5.03,4.43,18.8,81.2
"454","Cameroon",2000,166,54.5,76223.5709254034,42.7,650,94.8,6.09,4.47,20.8,79.2
"455","Cameroon",2001,160,54.4,76282.1823107606,42.5,651,94.2,6.79,4.7,24,76
"456","Cameroon",2002,153,54.5,76112.926330039,42.4,708,93.5,7.94,4.86,26.6,73.4
"457","Cameroon",2003,147,54.5,75818.9395423824,42.4,866,92.8,8.21,4.97,26.8,73.2
"458","Cameroon",2004,141,54.6,75222.7157157214,42.5,1010,91.9,7.07,4.73,23.9,76.1
"459","Cameroon",2005,136,54.9,74320.3525626705,42.6,1010,90.9,7.67,4.75,23.6,76.4
"460","Cameroon",2006,131,55.3,72941.9932235111,42.8,1060,90.5,7.41,4.68,23,77
"461","Cameroon",2007,126,55.6,71442.2125522116,43.1,1190,89.8,6.77,4.69,22.4,77.6
"462","Cameroon",2008,120,56.2,69606.948494309,43.5,1370,89.1,5.57,5.12,20.4,79.6
"463","Cameroon",2009,115,56.8,67710.3315580131,43.9,1310,88.3,7.34,4.92,25.9,74.1
"464","Cameroon",2010,108,57.3,65750.6474931991,44.5,1290,87.5,8.53,5.13,29.6,70.4
"465","Canada",1995,6.9,78,22824.4683947711,31.4,20600,47.8,13.3,9.03,71.3,28.8
"466","Canada",1996,6.7,78.3,22462.4706415911,31.8,21200,47.8,13.4,8.82,70.8,29.2
"467","Canada",1997,6.5,78.5,22117.112035598,32.2,21800,47.6,13.9,8.79,70.1,29.9
"468","Canada",1998,6.4,78.7,21895.3972507381,32.6,21000,47.2,14.2,9.04,70.6,29.4
"469","Canada",1999,6.3,79,21658.702914536,33,22200,46.8,14.6,8.9,70,30
"470","Canada",2000,6.2,79.2,21369.4150299022,33.3,24200,46.4,15.1,8.84,70.4,29.6
"471","Canada",2001,6.2,79.4,21191.5393147081,33.4,23700,46,15.5,9.32,70,30
"472","Canada",2002,6.2,79.6,21032.9757157795,33.5,24200,45.6,16.2,9.6,69.5,30.5
"473","Canada",2003,6.1,79.8,20890.5541819519,33.6,28200,45.2,16.7,9.78,70.2,29.8
"474","Canada",2004,6.1,80,20627.046062391,33.7,32000,44.8,17.2,9.78,70.2,29.8
"475","Canada",2005,6.1,80.2,20556.5429570226,33.8,36300,44.5,17.6,9.82,70.2,29.8
"476","Canada",2006,6,80.4,20242.5036332395,33.8,40400,44.2,17.6,9.97,69.8,30.2
"477","Canada",2007,5.9,80.6,20184.279020633,33.8,44500,44,17.9,10,70.2,29.8
"478","Canada",2008,5.8,80.8,20048.3499000147,33.7,46600,43.9,18.1,10.3,70.5,29.5
"479","Canada",2009,5.7,81.1,19776.5425584644,33.7,40800,43.9,18.1,11.4,70.6,29.4
"480","Canada",2010,5.6,81.3,19502.8071432492,33.7,47500,44.1,18.1,11.3,70.5,29.5
"481","Cape Verde",1995,55.5,67.2,42418.5464492986,52.5,1260,100,7.89,5.06,80.7,19.3
"482","Cape Verde",1996,52.6,68.7,39243.79943645,52.5,1270,99.8,7.95,4.61,82.1,17.9
"483","Cape Verde",1997,48.8,68.9,38900.7170802945,52.5,1210,99,8.79,4.54,82.1,17.9
"484","Cape Verde",1998,44.3,69.1,38358.0487258448,52.5,1270,98,10.2,5.06,75.3,24.7
"485","Cape Verde",1999,39.9,69.3,38586.1327047739,52.5,1410,96.5,9.01,4.47,73.9,26.1
"486","Cape Verde",2000,36,69.8,37493.279338038,52.5,1260,94.5,9.57,4.64,73.5,26.5
"487","Cape Verde",2001,32.8,70,36971.2931065172,52.3,1290,91.4,11.6,5.02,75.8,24.2
"488","Cape Verde",2002,30.5,70.3,36591.2893849184,52,1400,88,11,5,75.6,24.4
"489","Cape Verde",2003,29,70.6,35920.7222941131,51.4,1810,84.4,10.7,4.57,73.9,26.1
"490","Cape Verde",2004,28.3,70.8,35261.2605755839,50.7,2020,80.6,12.7,5.1,77.9,22.1
"491","Cape Verde",2005,27.9,71.1,34592.7683097023,49.8,2100,77,10,4.58,77.3,22.7
"492","Cape Verde",2006,27.9,71.4,33843.9600068418,49,2360,73.1,11,4.93,78,22
"493","Cape Verde",2007,27.8,71.4,33582.8689846574,48.3,3190,69.5,10.8,4.64,75.1,24.9
"494","Cape Verde",2008,27.5,72,32231.9146165742,47.7,3720,66.2,10.1,4.38,73.2,26.8
"495","Cape Verde",2009,27.1,72.2,31666.6940384619,47.4,3520,63.1,9.73,3.85,74,25.9
"496","Cape Verde",2010,26.5,72.5,31095.6203179122,47.2,3380,60.2,10.1,4.09,75,25
"497","Central African Republic",1995,175,46.2,112103.386237113,57.8,346,87.1,7,3.63,39.7,60.3
"498","Central African Republic",1996,175,45.6,114177.038020194,56,305,87,10,3.61,30.7,69.3
"499","Central African Republic",1997,175,45.1,115786.474686249,54.2,276,86.9,9,3.77,37.4,62.6
"500","Central African Republic",1998,175,44.9,116955.537272753,52.5,278,86.6,5.83,3.47,33.3,66.7
"501","Central African Republic",1999,174,44.7,117903.861739322,50.7,281,86.1,6.69,3.51,38.4,61.6
"502","Central African Republic",2000,172,44.5,119296.79999572,48.9,251,85.4,10.1,3.85,41.4,58.6
"503","Central African Republic",2001,171,44.4,120032.371872702,47.2,250,85.7,11.5,3.83,38.8,61.2
"504","Central African Republic",2002,169,44.5,120032.544942459,46.2,261,85.6,10.2,3.92,41.2,58.8
"505","Central African Republic",2003,167,44.6,119602.781053324,46.2,294,85.2,12.5,4.05,39.8,60.2
"506","Central African Republic",2004,165,44.8,119189.970318254,47,321,84.7,11,4.02,38,62
"507","Central African Republic",2005,164,45,118194.872490287,48.7,331,84.1,7.79,3.73,35.3,64.7
"508","Central African Republic",2006,161,45.3,117224.49443957,51.2,355,83.6,9.41,3.78,35.4,64.6
"509","Central African Republic",2007,159,45.7,115900.693525125,53.2,404,82.8,10.4,4.1,34.2,65.8
"510","Central African Republic",2008,156,46.3,113196.47597113,54.7,465,82,8.45,3.95,33.3,66.7
"511","Central African Republic",2009,153,47,110458.107371401,55.7,475,81,8.45,3.98,34.2,65.8
"512","Central African Republic",2010,149,47.5,107500.179538472,56.2,488,79.9,8.45,3.98,35.4,64.6
"513","Chad",1995,199,53.5,86503.6382402762,39,206,105,11.1,5.78,34.7,65.3
"514","Chad",1996,196,53,87765.7215674682,39.2,222,106,11.1,5.49,37.2,62.8
"515","Chad",1997,194,52.7,88145.4821922134,39.3,206,107,11.1,5.54,35.2,64.8
"516","Chad",1998,191,52.4,88523.6338734866,39.4,225,107,11.1,5.41,30.7,69.3
"517","Chad",1999,188,52.4,88367.6802327466,39.5,191,107,11.9,5.87,33.9,66.1
"518","Chad",2000,185,52.2,88983.6528047475,39.7,166,107,13.1,6.28,42.5,57.5
"519","Chad",2001,182,52.4,88089.4004367373,39.8,197,108,13.8,6.02,39.8,60.2
"520","Chad",2002,179,52.6,87517.4250295701,39.9,220,108,12,8.01,31,69
"521","Chad",2003,175,52.8,86954.4827414313,40.1,292,108,13.1,5.78,46.8,53.2
"522","Chad",2004,172,53.1,85612.3450309623,40.4,454,108,10.3,5.1,35.6,64.4
"523","Chad",2005,169,53.9,83421.8502551292,40.7,658,107,13.4,4.73,41.1,58.9
"524","Chad",2006,165,54.1,82987.81727096,41.1,710,107,7.29,4.03,32.1,67.9
"525","Chad",2007,162,54.9,80017.3584685221,41.6,799,107,4.63,4.2,23.3,76.7
"526","Chad",2008,158,55.2,78500.8016413378,42,926,107,3.27,3.57,21.6,78.4
"527","Chad",2009,154,55.9,76231.8079224843,42.4,800,106,3.27,4.55,19.7,80.3
"528","Chad",2010,150,56.5,74120.1533873915,42.8,892,105,3.27,4.53,25,75
"529","Chile",1995,13.1,75.4,27392.7157702782,55.6,5110,54.5,12.7,6.71,38.3,61.7
"530","Chile",1996,12.5,75.7,26967.7708659002,55.5,5350,54.1,12.8,7.47,36.6,63.4
"531","Chile",1997,12.2,76.2,26346.7486876211,55.1,5750,53.8,13,7.47,37.3,62.7
"532","Chile",1998,11.9,76.5,26087.0092706445,54.5,5450,53.4,13.6,8.04,38.3,61.7
"533","Chile",1999,11.5,76.9,25670.8369059443,54,4960,52.9,13.4,8.22,39.9,60.1
"534","Chile",2000,10.9,77.2,24939.5933401662,53.3,5070,52.3,14.1,8.28,41.6,58.4
